year,broodline,district,subdist,strmnmb,Sum_P_AUC,Sum_C_AUC,pink_strm_life,chum_strm_life
1981,Odd,223,10,425,2005,2520,16,12.6
1981,Odd,223,10,430,59650,0,16,12.6
1981,Odd,223,10,432,334500,5040,16,12.6
1981,Odd,224,10,450,3540,12880,11.8,12.6
1981,Odd,224,10,451,3765,1575,11.8,12.6
1981,Odd,224,10,454,8425,33900,16,12.6
1981,Odd,224,10,455,29530,69780,11.8,12.6
1981,Odd,224,10,458,1600,0,16,12.6
1981,Odd,224,10,469,25190,8525,11.8,12.6
1981,Odd,224,30,476,149300,0,16,12.6
1981,Odd,224,30,479,135200,0,11.7,12.6
1981,Odd,224,40,480,139903.5,0,11.7,12.6
1981,Odd,224,40,484,4080,0,6.8,12.6
1981,Odd,224,40,485,99200,1260,11.8,12.6
1981,Odd,224,40,495,110200,1890,11.8,12.6
1981,Odd,224,40,498,12390,0,11.8,12.6
1981,Odd,226,20,601,9115,0,9.7,12.6
1981,Odd,226,20,603,63660,0,10.2,12.6
1981,Odd,226,20,604,42580,540,11.8,12.6
1981,Odd,226,20,608,617500,0,15.6,12.6
1981,Odd,226,20,613,134820,8400,15.6,12.6
1981,Odd,226,20,621,58475,0,11.7,12.6
1981,Odd,226,20,630,130800,0,16,12.6
1981,Odd,226,20,632,15155,0,9.7,12.6
1981,Odd,226,20,633,35837.5,0,11.7,12.6
1981,Odd,226,20,636,21620,0,11.7,12.6
1981,Odd,226,50,653,141680,0,11.8,12.6
1981,Odd,226,40,655,33570,0,6.8,12.6
1981,Odd,226,40,656,39325,0,11.7,12.6
1981,Odd,226,40,666,44600,0,11.8,12.6
1981,Odd,226,40,673,39105,0,11.7,12.6
1981,Odd,226,40,676,4550,0,6.8,12.6
1981,Odd,227,10,702,5100,0,10.2,12.6
1981,Odd,227,10,707,313500,0,15.6,12.6
1981,Odd,227,10,710,106500,0,15.6,12.6
1981,Odd,227,10,711,319750,0,15.6,12.6
1981,Odd,227,10,717,62400,0,15.6,12.6
1981,Odd,227,10,718,126000,0,15.6,12.6
1981,Odd,227,10,719,18750,0,15.6,12.6
1981,Odd,227,10,739,485000,0,16,12.6
1981,Odd,227,10,740,329000,0,16,12.6
1981,Odd,227,10,741,352920,0,15.6,12.6
1981,Odd,227,20,744,40800,0,15.6,12.6
1981,Odd,227,20,747,166100,0,15.6,12.6
1981,Odd,227,20,748,50700,0,15.6,12.6
1981,Odd,227,20,749,109000,0,15.6,12.6
1981,Odd,227,20,752,113800,0,11.8,12.6
1981,Odd,227,20,758,47750,0,10.2,12.6
1981,Odd,227,20,759,42300,0,11.7,12.6
1981,Odd,227,20,775,4130,0,11.8,12.6
1981,Odd,228,60,806,470,0,15.6,12.6
1981,Odd,228,60,810,19980,0,15.6,12.6
1981,Odd,228,60,812,582900,0,15.6,12.6
1981,Odd,228,60,815,541600,149400,15.6,12.6
1981,Odd,228,50,817,102140,0,15.6,12.6
1981,Odd,228,50,818,131496,2500,15.6,12.6
1981,Odd,228,50,821,132420,22390,15.6,12.6
1981,Odd,228,40,827,85300,0,15.6,12.6
1981,Odd,228,40,828,445240,11970,15.6,12.6
1981,Odd,228,40,831,213000,0,15.6,12.6
1981,Odd,228,20,835,289820,1890,15.6,12.6
1981,Odd,228,30,844,185400,0,15.6,12.6
1981,Odd,228,30,847,134200,0,15.6,12.6
1981,Odd,228,30,850,135000,0,15.6,12.6
1981,Odd,228,30,857,8030,0,10.2,12.6
1981,Odd,228,30,861,104525,0,15.6,12.6
1982,Even,221,10,2,94475,31010,21.5,12.6
1982,Even,221,10,11,15090,0,14.7,12.6
1982,Even,221,20,20,8500,0,13.7,12.6
1982,Even,221,20,23,31565,67520,21.5,12.6
1982,Even,221,20,35,934400,43550,21.5,12.6
1982,Even,221,20,36,286500,12550,21.5,12.6
1982,Even,221,30,46,77075,0,21.5,12.6
1982,Even,221,30,48,541150,175950,21.5,12.6
1982,Even,221,30,51,530075,101800,21.5,12.6
1982,Even,221,30,52,234550,650,21.5,12.6
1982,Even,221,30,56,78525,0,21.5,12.6
1982,Even,221,40,76,113362.5,0,21.5,12.6
1982,Even,221,40,80,143500,16575,21.5,12.6
1982,Even,221,40,85,16650,55640,21.5,12.6
1982,Even,221,40,86,3500,51500,21.5,12.6
1982,Even,221,40,87,81515,183900,21.5,12.6
1982,Even,221,40,88,10810,0,14.7,12.6
1982,Even,221,40,89,253650,49150,21.5,12.6
1982,Even,221,40,92,12800,1300,9.6,12.6
1982,Even,221,40,99,121510,31760,14.2,12.6
1982,Even,221,50,115,625492.5,2275,14.7,12.6
1982,Even,221,50,116,318350,198875,14.7,12.6
1982,Even,221,50,117,365025,148350,21.5,12.6
1982,Even,221,50,123,72500,5830,21.5,12.6
1982,Even,221,50,127,408950,280450,21.5,12.6
1982,Even,221,50,129,231275,75850,21.5,12.6
1982,Even,221,50,152,83287.5,29430,14.7,12.6
1982,Even,221,50,153,903550,8025,21.5,12.6
1982,Even,222,10,214,292400,114500,21.5,12.6
1982,Even,222,10,216,184200,40700,21.5,12.6
1982,Even,222,10,217,52425,65100,11.9,12.6
1982,Even,222,10,218,6175,0,21.5,12.6
1982,Even,222,20,224,70600,0,21.5,12.6
1982,Even,222,20,229,135700,39940,21.5,12.6
1982,Even,222,20,233,21005,2890,14.7,12.6
1982,Even,222,20,234,807700,486100,21.5,12.6
1982,Even,222,20,257,24390,1660,21.5,12.6
1982,Even,222,20,258,467850,60350,21.5,12.6
1982,Even,222,20,263,14080,0,14.7,12.6
1982,Even,222,20,264,472950,55350,21.5,12.6
1982,Even,222,30,273,47050,0,14.2,12.6
1982,Even,222,30,276,73127.5,2910,13.7,12.6
1982,Even,222,30,277,2405,0,13.7,12.6
1982,Even,222,30,279,43100,1300,9.6,12.6
1982,Even,222,30,282,61600,19990,21.5,12.6
1982,Even,222,30,289,30125,0,14.7,12.6
1982,Even,223,30,300,4410,0,14.7,12.6
1982,Even,223,20,303,36125,0,11.9,12.6
1982,Even,223,30,322,3291250,160250,21.5,12.6
1982,Even,223,10,421,112375,0,21.5,12.6
1982,Even,223,10,424,13475,0,21.5,12.6
1982,Even,223,10,425,74000,6300,21.5,12.6
1982,Even,223,10,430,76950,1890,13.7,12.6
1982,Even,223,10,432,376500,12600,21.5,12.6
1982,Even,224,10,450,67400,15850,13.7,12.6
1982,Even,224,10,451,35250,2000,13.7,12.6
1982,Even,224,10,454,138500,58500,21.5,12.6
1982,Even,224,10,455,122525,28000,13.7,12.6
1982,Even,224,10,458,218000,0,21.5,12.6
1982,Even,224,10,461,25680,0,14.2,12.6
1982,Even,224,10,469,26272.5,800,13.7,12.6
1982,Even,224,30,476,464750,0,21.5,12.6
1982,Even,224,30,479,67250,0,9,12.6
1982,Even,224,40,480,107500,0,9,12.6
1982,Even,224,40,484,49250,0,9.6,12.6
1982,Even,224,40,485,101825,0,13.7,12.6
1982,Even,224,40,495,39500,0,13.7,12.6
1982,Even,224,40,498,10625,0,13.7,12.6
1982,Even,225,20,504,3940,0,13.7,12.6
1982,Even,226,20,601,6160,0,11.9,12.6
1982,Even,226,20,603,33700,0,14.2,12.6
1982,Even,226,20,604,44140,1150,13.7,12.6
1982,Even,226,20,608,339750,0,21.5,12.6
1982,Even,226,20,613,90975,11500,21.5,12.6
1982,Even,226,20,621,53825,0,14.7,12.6
1982,Even,226,20,630,176800,0,21.5,12.6
1982,Even,226,20,632,34035,0,11.9,12.6
1982,Even,226,20,633,31425,0,14.7,12.6
1982,Even,226,20,636,1420,0,9,12.6
1982,Even,226,50,653,8902.5,0,13.7,12.6
1982,Even,226,40,655,45250,2300,9.6,12.6
1982,Even,226,40,656,52200,0,14.7,12.6
1982,Even,226,40,666,17770,0,13.7,12.6
1982,Even,226,40,673,13350,0,9,12.6
1982,Even,226,40,676,7005,0,9.6,12.6
1982,Even,227,10,702,3380,0,14.2,12.6
1982,Even,227,10,703,6180,0,14.2,12.6
1982,Even,227,10,707,37715,0,21.5,12.6
1982,Even,227,10,710,17250,0,21.5,12.6
1982,Even,227,10,711,50275,0,21.5,12.6
1982,Even,227,10,717,5375,0,21.5,12.6
1982,Even,227,10,718,5215,0,21.5,12.6
1982,Even,227,10,719,14600,0,21.5,12.6
1982,Even,227,10,739,184175,0,21.5,12.6
1982,Even,227,10,740,64875,0,21.5,12.6
1982,Even,227,10,741,154800,0,21.5,12.6
1982,Even,227,20,744,19550,0,21.5,12.6
1982,Even,227,20,747,133750,0,21.5,12.6
1982,Even,227,20,748,3587.5,0,21.5,12.6
1982,Even,227,20,749,51480,0,21.5,12.6
1982,Even,227,20,752,46465,0,13.7,12.6
1982,Even,227,20,758,16000,0,14.2,12.6
1982,Even,227,20,759,37575,0,14.7,12.6
1982,Even,227,20,775,2965,0,13.7,12.6
1982,Even,228,60,806,18300,0,21.5,12.6
1982,Even,228,60,810,137750,0,21.5,12.6
1982,Even,228,60,812,699000,0,21.5,12.6
1982,Even,228,60,815,857775,196800,21.5,12.6
1982,Even,228,50,817,126500,0,21.5,12.6
1982,Even,228,50,818,195950,0,21.5,12.6
1982,Even,228,50,821,100875,4700,21.5,12.6
1982,Even,228,40,827,90500,0,21.5,12.6
1982,Even,228,40,828,324970,8000,21.5,12.6
1982,Even,228,40,831,120000,0,21.5,12.6
1982,Even,228,20,835,368750,0,21.5,12.6
1982,Even,228,20,837,240250,0,21.5,12.6
1982,Even,228,30,844,254000,0,21.5,12.6
1982,Even,228,30,847,219250,0,21.5,12.6
1982,Even,228,30,850,85375,8000,21.5,12.6
1982,Even,228,30,857,18110,0,14.2,12.6
1982,Even,228,30,861,142125,0,21.5,12.6
1983,Odd,221,10,2,36980,16075,15.6,12.6
1983,Odd,221,10,11,176105,0,11.7,12.6
1983,Odd,221,20,20,35420,0,11.8,12.6
1983,Odd,221,20,23,51050,74280,16,12.6
1983,Odd,221,20,35,845075,137844.5,16,12.6
1983,Odd,221,20,36,271950,10100,16,12.6
1983,Odd,221,30,46,241900,2400,16,12.6
1983,Odd,221,30,48,403800,227090,16,12.6
1983,Odd,221,30,51,396975,166420,16,12.6
1983,Odd,221,30,52,424700,31720,16,12.6
1983,Odd,221,30,56,99050,2500,16,12.6
1983,Odd,221,40,76,238600,0,16,12.6
1983,Odd,221,40,80,214300,17750,16,12.6
1983,Odd,221,40,85,4940,23900,16,12.6
1983,Odd,221,40,86,5600,32850,16,12.6
1983,Odd,221,40,87,113800,98875,16,12.6
1983,Odd,221,40,88,45190,0,11.7,12.6
1983,Odd,221,40,89,318500,66976,16,12.6
1983,Odd,221,40,92,30680,70,6.8,12.6
1983,Odd,221,40,99,82790,46340,10.2,12.6
1983,Odd,221,50,115,116275,15720,11.7,12.6
1983,Odd,221,50,116,202150,61800,11.7,12.6
1983,Odd,221,50,117,156400,214785,16,12.6
1983,Odd,221,50,123,86250,4280,16,12.6
1983,Odd,221,50,127,240000,172100,16,12.6
1983,Odd,221,50,129,134050,56850,16,12.6
1983,Odd,221,50,152,38025,22250,11.7,12.6
1983,Odd,221,50,153,234750,17700,16,12.6
1983,Odd,222,10,214,139250,222600,16,12.6
1983,Odd,222,10,216,55400,96250,16,12.6
1983,Odd,222,10,217,21370,93173,9.7,12.6
1983,Odd,222,10,218,0,0,16,12.6
1983,Odd,222,20,224,140250,0,16,12.6
1983,Odd,222,20,229,185300,46120,16,12.6
1983,Odd,222,20,233,28080,0,11.7,12.6
1983,Odd,222,20,234,922125,606330,16,12.6
1983,Odd,222,20,257,29600,0,16,12.6
1983,Odd,222,20,258,311500,3150,16,12.6
1983,Odd,222,20,263,910,0,11.7,12.6
1983,Odd,222,20,264,128800,66300,16,12.6
1983,Odd,222,30,273,0,0,10.2,12.6
1983,Odd,222,30,276,210,7940,11.8,12.6
1983,Odd,222,30,277,0,63,11.8,12.6
1983,Odd,222,30,279,20500,650,6.8,12.6
1983,Odd,222,30,282,240,6390,16,12.6
1983,Odd,222,30,289,0,0,11.7,12.6
1983,Odd,223,30,300,0,0,9.7,12.6
1983,Odd,223,20,303,2265,0,9.7,12.6
1983,Odd,223,30,322,2499500,575900,16,12.6
1983,Odd,223,10,421,118880,30875,16,12.6
1983,Odd,223,10,424,6600,11000,16,12.6
1983,Odd,223,10,425,26150,5325,16,12.6
1983,Odd,223,10,430,137650,0,16,12.6
1983,Odd,223,10,432,267000,71400,16,12.6
1983,Odd,224,10,450,15770,23869,11.8,12.6
1983,Odd,224,10,451,4160,0,11.8,12.6
1983,Odd,224,10,454,67150,170098,16,12.6
1983,Odd,224,10,455,72894,66750,11.8,12.6
1983,Odd,224,10,458,53650,15550,16,12.6
1983,Odd,224,10,461,46450,0,10.2,12.6
1983,Odd,224,10,469,49475,0,11.8,12.6
1983,Odd,224,30,476,1191000,0,16,12.6
1983,Odd,224,30,479,114700,25200,11.7,12.6
1983,Odd,224,40,480,166550,10250,11.7,12.6
1983,Odd,224,40,484,10150,3710,6.8,12.6
1983,Odd,224,40,485,100750,7800,11.8,12.6
1983,Odd,224,40,495,138800,80250,11.8,12.6
1983,Odd,224,40,498,32300,0,11.8,12.6
1983,Odd,226,20,601,21125,0,9.7,12.6
1983,Odd,226,20,603,93000,0,10.2,12.6
1983,Odd,226,20,604,61800,0,11.8,12.6
1983,Odd,226,20,608,252000,0,15.6,12.6
1983,Odd,226,20,613,121450,32000,15.6,12.6
1983,Odd,226,20,621,64950,0,11.7,12.6
1983,Odd,226,20,630,101800,0,16,12.6
1983,Odd,226,20,632,17225,0,9.7,12.6
1983,Odd,226,20,633,48220,0,11.7,12.6
1983,Odd,226,20,636,19700,0,11.7,12.6
1983,Odd,226,50,653,106990,0,11.8,12.6
1983,Odd,226,40,655,64900,0,6.8,12.6
1983,Odd,226,40,656,41250,0,11.7,12.6
1983,Odd,226,40,666,52300,0,11.8,12.6
1983,Odd,226,40,673,32850,0,11.7,12.6
1983,Odd,226,40,676,12100,0,6.8,12.6
1983,Odd,227,10,702,43410,0,10.2,12.6
1983,Odd,227,10,703,14850,0,10.2,12.6
1983,Odd,227,10,707,229560,0,15.6,12.6
1983,Odd,227,10,710,93660,0,15.6,12.6
1983,Odd,227,10,711,160380,0,15.6,12.6
1983,Odd,227,10,717,51870,0,15.6,12.6
1983,Odd,227,10,718,53280,0,15.6,12.6
1983,Odd,227,10,719,35400,0,15.6,12.6
1983,Odd,227,10,739,168200,0,16,12.6
1983,Odd,227,10,740,109100,0,16,12.6
1983,Odd,227,10,741,155440,0,15.6,12.6
1983,Odd,227,20,744,28040,0,15.6,12.6
1983,Odd,227,20,747,181500,0,15.6,12.6
1983,Odd,227,20,748,17520,0,15.6,12.6
1983,Odd,227,20,749,46320,0,15.6,12.6
1983,Odd,227,20,752,44300,0,11.8,12.6
1983,Odd,227,20,758,20120,0,10.2,12.6
1983,Odd,227,20,759,88800,0,11.7,12.6
1983,Odd,227,20,775,15515,0,11.8,12.6
1983,Odd,228,60,806,14460,0,15.6,12.6
1983,Odd,228,60,810,87730,0,15.6,12.6
1983,Odd,228,60,812,909800,0,15.6,12.6
1983,Odd,228,60,815,800450,170350,15.6,12.6
1983,Odd,228,50,817,242550,0,15.6,12.6
1983,Odd,228,50,818,292800,0,15.6,12.6
1983,Odd,228,50,821,144600,42750,15.6,12.6
1983,Odd,228,40,827,78045,0,15.6,12.6
1983,Odd,228,40,828,333200,1575,15.6,12.6
1983,Odd,228,40,831,243925,0,15.6,12.6
1983,Odd,228,20,835,598200,0,15.6,12.6
1983,Odd,228,20,837,54750,0,15.6,12.6
1983,Odd,228,30,844,176350,850,15.6,12.6
1983,Odd,228,30,847,170290,0,15.6,12.6
1983,Odd,228,30,850,146800,1700,15.6,12.6
1983,Odd,228,30,857,23300,0,10.2,12.6
1983,Odd,228,30,861,112500,0,15.6,12.6
1984,Even,221,10,2,367350,12600,21.5,12.6
1984,Even,221,10,11,309990,0,14.7,12.6
1984,Even,221,20,20,121125,0,13.7,12.6
1984,Even,221,20,23,421600,100585,21.5,12.6
1984,Even,221,20,35,2530850,32500,21.5,12.6
1984,Even,221,20,36,970225,1300,21.5,12.6
1984,Even,221,30,46,244152.5,0,21.5,12.6
1984,Even,221,30,48,1229200,111651,21.5,12.6
1984,Even,221,30,51,1035937.5,133310,21.5,12.6
1984,Even,221,30,52,494550,0,21.5,12.6
1984,Even,221,30,56,178475,0,21.5,12.6
1984,Even,221,40,76,416750,0,21.5,12.6
1984,Even,221,40,80,324000,2800,21.5,12.6
1984,Even,221,40,85,153850,16525,21.5,12.6
1984,Even,221,40,86,38750,54250,21.5,12.6
1984,Even,221,40,87,422125,182700,21.5,12.6
1984,Even,221,40,88,37170,0,14.7,12.6
1984,Even,221,40,89,725300,77325,21.5,12.6
1984,Even,221,40,92,31575,0,9.6,12.6
1984,Even,221,40,99,294500,93500,14.2,12.6
1984,Even,221,50,115,812000,10500,14.7,12.6
1984,Even,221,50,116,1008350,90000,14.7,12.6
1984,Even,221,50,117,475125,142540,21.5,12.6
1984,Even,221,50,123,176190,245,21.5,12.6
1984,Even,221,50,127,1451500,194500,21.5,12.6
1984,Even,221,50,129,353625,19225,21.5,12.6
1984,Even,221,50,152,536900,60300,14.7,12.6
1984,Even,221,50,153,1374100,3685,21.5,12.6
1984,Even,222,10,214,524775,64000,21.5,12.6
1984,Even,222,10,216,738150,32500,21.5,12.6
1984,Even,222,10,217,196050,15500,11.9,12.6
1984,Even,222,10,218,6137.5,0,21.5,12.6
1984,Even,222,20,224,127500,0,21.5,12.6
1984,Even,222,20,229,434250,7130,21.5,12.6
1984,Even,222,20,233,64050,0,14.7,12.6
1984,Even,222,20,234,1028900,543279,21.5,12.6
1984,Even,222,20,257,248900,2100,21.5,12.6
1984,Even,222,20,258,1614000,0,21.5,12.6
1984,Even,222,20,263,36150,0,14.7,12.6
1984,Even,222,20,264,943500,69550,21.5,12.6
1984,Even,222,30,273,128990,0,14.2,12.6
1984,Even,222,30,276,191200,12500,13.7,12.6
1984,Even,222,30,277,22560,0,13.7,12.6
1984,Even,222,30,279,170500,0,9.6,12.6
1984,Even,222,30,282,421600,36250,21.5,12.6
1984,Even,222,30,289,63020,0,14.7,12.6
1984,Even,223,30,300,6483.75,0,14.7,12.6
1984,Even,223,20,303,560125,0,11.9,12.6
1984,Even,223,30,322,1753875,115640,21.5,12.6
1984,Even,223,10,421,525031.25,15750,21.5,12.6
1984,Even,223,10,424,236150,0,21.5,12.6
1984,Even,223,10,425,366500,0,21.5,12.6
1984,Even,223,10,430,339500,0,13.7,12.6
1984,Even,223,10,432,564900,21000,21.5,12.6
1984,Even,224,10,450,160692.5,5250,13.7,12.6
1984,Even,224,10,451,158750,0,13.7,12.6
1984,Even,224,10,454,447375,21750,21.5,12.6
1984,Even,224,10,455,368200,2250,13.7,12.6
1984,Even,224,10,458,1226500,0,21.5,12.6
1984,Even,224,10,461,91970,0,14.2,12.6
1984,Even,224,10,469,106375,0,13.7,12.6
1984,Even,224,30,476,786000,0,21.5,12.6
1984,Even,224,30,479,131725,0,9,12.6
1984,Even,224,40,480,382750,2625,9,12.6
1984,Even,224,40,484,387000,0,9.6,12.6
1984,Even,224,40,485,936201.25,0,13.7,12.6
1984,Even,224,40,495,162900,26650,13.7,12.6
1984,Even,224,40,498,153875,0,13.7,12.6
1984,Even,226,20,601,34510,0,11.9,12.6
1984,Even,226,20,603,298700,0,14.2,12.6
1984,Even,226,20,604,122655,0,13.7,12.6
1984,Even,226,20,608,874500,0,21.5,12.6
1984,Even,226,20,613,480750,0,21.5,12.6
1984,Even,226,20,621,186725,0,14.7,12.6
1984,Even,226,20,630,1008625,0,21.5,12.6
1984,Even,226,20,632,162820,0,11.9,12.6
1984,Even,226,20,633,191660,0,14.7,12.6
1984,Even,226,20,636,22475,0,9,12.6
1984,Even,226,50,653,201350,0,13.7,12.6
1984,Even,226,40,655,155390,0,9.6,12.6
1984,Even,226,40,656,88410,0,14.7,12.6
1984,Even,226,40,666,99325,0,13.7,12.6
1984,Even,226,40,673,36200,0,9,12.6
1984,Even,226,40,676,47575,0,9.6,12.6
1984,Even,226,30,682,75750,0,9,12.6
1984,Even,227,10,702,52950,0,14.2,12.6
1984,Even,227,10,703,13750,0,14.2,12.6
1984,Even,227,10,707,187587.5,0,21.5,12.6
1984,Even,227,10,710,29302.5,0,21.5,12.6
1984,Even,227,10,711,269000,0,21.5,12.6
1984,Even,227,10,717,29600,0,21.5,12.6
1984,Even,227,10,718,25850,0,21.5,12.6
1984,Even,227,10,719,68875,0,21.5,12.6
1984,Even,227,10,739,230700,0,21.5,12.6
1984,Even,227,10,740,63200,0,21.5,12.6
1984,Even,227,10,741,301625,0,21.5,12.6
1984,Even,227,20,744,19050,0,21.5,12.6
1984,Even,227,20,747,267925,0,21.5,12.6
1984,Even,227,20,748,25675,0,21.5,12.6
1984,Even,227,20,749,33925,0,21.5,12.6
1984,Even,227,20,752,45255,0,13.7,12.6
1984,Even,227,20,758,34700,0,14.2,12.6
1984,Even,227,20,759,78480,0,14.7,12.6
1984,Even,227,20,775,14265,0,13.7,12.6
1984,Even,227,20,788,2270,0,21.5,12.6
1984,Even,228,60,806,295750,0,21.5,12.6
1984,Even,228,60,810,336750,0,21.5,12.6
1984,Even,228,60,812,1080000,0,21.5,12.6
1984,Even,228,60,815,1744750,44900,21.5,12.6
1984,Even,228,50,817,291250,0,21.5,12.6
1984,Even,228,50,818,401750,0,21.5,12.6
1984,Even,228,50,821,496375,0,21.5,12.6
1984,Even,228,40,827,184125,0,21.5,12.6
1984,Even,228,40,828,544425,0,21.5,12.6
1984,Even,228,40,831,406575,0,21.5,12.6
1984,Even,228,20,835,519350,0,21.5,12.6
1984,Even,228,20,837,315750,0,21.5,12.6
1984,Even,228,30,844,369500,175,21.5,12.6
1984,Even,228,30,847,375250,0,21.5,12.6
1984,Even,228,30,850,405000,0,21.5,12.6
1984,Even,228,30,857,238800,0,14.2,12.6
1984,Even,228,30,861,403250,0,21.5,12.6
1985,Odd,221,10,2,51320,8595,15.6,12.6
1985,Odd,221,10,11,372175,0,11.7,12.6
1985,Odd,221,20,20,154550,0,11.8,12.6
1985,Odd,221,20,23,314500,52990,16,12.6
1985,Odd,221,20,35,1030200,17125,16,12.6
1985,Odd,221,20,36,256050,350,16,12.6
1985,Odd,221,30,46,218150,0,16,12.6
1985,Odd,221,30,48,598250,36400,16,12.6
1985,Odd,221,30,51,807000,30040,16,12.6
1985,Odd,221,30,52,1099000,0,16,12.6
1985,Odd,221,30,56,160600,0,16,12.6
1985,Odd,221,40,76,276000,0,16,12.6
1985,Odd,221,40,80,481250,5600,16,12.6
1985,Odd,221,40,85,8900,10650,16,12.6
1985,Odd,221,40,86,0,2130,16,12.6
1985,Odd,221,40,87,256500,42600,16,12.6
1985,Odd,221,40,88,38315,0,11.7,12.6
1985,Odd,221,40,89,470500,13850,16,12.6
1985,Odd,221,40,92,38130,0,6.8,12.6
1985,Odd,221,40,99,217700,11600,10.2,12.6
1985,Odd,221,50,115,74100,140,11.7,12.6
1985,Odd,221,50,116,339150,18200,11.7,12.6
1985,Odd,221,50,117,262400,124480,16,12.6
1985,Odd,221,50,123,173500,0,16,12.6
1985,Odd,221,50,127,427500,24500,16,12.6
1985,Odd,221,50,129,241050,3500,16,12.6
1985,Odd,221,50,152,140680,5110,11.7,12.6
1985,Odd,221,50,153,482500,4700,16,12.6
1985,Odd,222,10,214,141850,12400,16,12.6
1985,Odd,222,10,216,21700,3500,16,12.6
1985,Odd,222,10,217,2010,0,9.7,12.6
1985,Odd,222,10,218,1800,0,16,12.6
1985,Odd,222,20,224,183000,0,16,12.6
1985,Odd,222,20,229,187275,16656,16,12.6
1985,Odd,222,20,233,65840,0,11.7,12.6
1985,Odd,222,20,234,1000000,304500,16,12.6
1985,Odd,222,20,257,625,0,16,12.6
1985,Odd,222,20,258,546800,0,16,12.6
1985,Odd,222,20,263,1800,0,11.7,12.6
1985,Odd,222,20,264,228835,10350,16,12.6
1985,Odd,222,30,273,27200,200,10.2,12.6
1985,Odd,222,30,276,52550,8450,11.8,12.6
1985,Odd,222,30,277,3480,550,11.8,12.6
1985,Odd,222,30,279,41200,2100,6.8,12.6
1985,Odd,222,30,282,44150,20150,16,12.6
1985,Odd,222,30,289,0,0,11.7,12.6
1985,Odd,223,30,300,0,0,9.7,12.6
1985,Odd,223,20,303,32850,0,9.7,12.6
1985,Odd,223,30,322,2183000,184500,16,12.6
1985,Odd,223,10,421,101900,7760,16,12.6
1985,Odd,223,10,424,2350,500,16,12.6
1985,Odd,223,10,425,22400,1500,16,12.6
1985,Odd,223,10,430,143500,0,16,12.6
1985,Odd,223,10,432,361800,3000,16,12.6
1985,Odd,224,10,450,29997.5,8475,11.8,12.6
1985,Odd,224,10,451,12184,0,11.8,12.6
1985,Odd,224,10,454,94850,35100,16,12.6
1985,Odd,224,10,455,159350,31000,11.8,12.6
1985,Odd,224,10,458,32400,3300,16,12.6
1985,Odd,224,10,461,10527.5,0,10.2,12.6
1985,Odd,224,10,469,19690,350,11.8,12.6
1985,Odd,224,30,476,1113900,0,16,12.6
1985,Odd,224,30,479,55045,5900,11.7,12.6
1985,Odd,224,40,480,203975,1500,11.7,12.6
1985,Odd,224,40,484,45035,750,6.8,12.6
1985,Odd,224,40,485,59565,15875,11.8,12.6
1985,Odd,224,40,495,110345,37000,11.8,12.6
1985,Odd,224,40,498,57800,0,11.8,12.6
1985,Odd,226,20,601,31447.5,0,9.7,12.6
1985,Odd,226,20,603,113500,0,10.2,12.6
1985,Odd,226,20,604,32200,0,11.8,12.6
1985,Odd,226,20,608,378100,0,15.6,12.6
1985,Odd,226,20,613,231060,3500,15.6,12.6
1985,Odd,226,20,621,54285,0,11.7,12.6
1985,Odd,226,20,630,146850,0,16,12.6
1985,Odd,226,20,632,17975,0,9.7,12.6
1985,Odd,226,20,633,63220,0,11.7,12.6
1985,Odd,226,20,636,16945,0,11.7,12.6
1985,Odd,226,50,653,101800,0,11.8,12.6
1985,Odd,226,40,655,37900,0,6.8,12.6
1985,Odd,226,40,656,13085,0,11.7,12.6
1985,Odd,226,40,666,22500,0,11.8,12.6
1985,Odd,226,40,673,62225,0,11.7,12.6
1985,Odd,226,40,676,20195,0,6.8,12.6
1985,Odd,226,30,682,0,0,11.7,12.6
1985,Odd,227,10,702,75363,0,10.2,12.6
1985,Odd,227,10,703,46650,0,10.2,12.6
1985,Odd,227,10,707,196210,126,15.6,12.6
1985,Odd,227,10,710,100380,0,15.6,12.6
1985,Odd,227,10,711,186160,0,15.6,12.6
1985,Odd,227,10,717,138900,0,15.6,12.6
1985,Odd,227,10,718,100500,0,15.6,12.6
1985,Odd,227,10,719,114150,0,15.6,12.6
1985,Odd,227,10,739,315900,0,16,12.6
1985,Odd,227,10,740,149900,0,16,12.6
1985,Odd,227,10,741,387000,0,15.6,12.6
1985,Odd,227,20,744,113125,0,15.6,12.6
1985,Odd,227,20,747,321550,0,15.6,12.6
1985,Odd,227,20,748,86750,0,15.6,12.6
1985,Odd,227,20,749,91400,0,15.6,12.6
1985,Odd,227,20,752,137650,0,11.8,12.6
1985,Odd,227,20,758,8650,0,10.2,12.6
1985,Odd,227,20,759,329375,0,11.7,12.6
1985,Odd,227,20,775,41370,0,11.8,12.6
1985,Odd,228,60,806,34525,0,15.6,12.6
1985,Odd,228,60,810,110600,0,15.6,12.6
1985,Odd,228,60,812,1106750,0,15.6,12.6
1985,Odd,228,60,815,1136550,27975,15.6,12.6
1985,Odd,228,50,817,246675,0,15.6,12.6
1985,Odd,228,50,818,294750,0,15.6,12.6
1985,Odd,228,50,821,255650,0,15.6,12.6
1985,Odd,228,40,827,145950,0,15.6,12.6
1985,Odd,228,40,828,444625,0,15.6,12.6
1985,Odd,228,40,831,336475,0,15.6,12.6
1985,Odd,228,20,835,741450,0,15.6,12.6
